"x","y","useful","null"
0.000926625433055684,0,0.0366059103726234,-0.0600670194149385
0.0335901719482738,0,0.035356048840733,-0.0459380586291847
0.066253718463492,0,0.034527962104328,-0.0329298287543769
0.0989172649787101,0,0.0340901329696856,-0.0210058163850623
0.131580811493928,0,0.0340110442430827,-0.0101295081157885
0.164244358009146,0,0.0342591787307964,-0.000264390541103104
0.196907904524365,0,0.0348030192391036,0.00862604974444655
0.229571451039583,0,0.0356110485742813,0.016578326146313
0.262234997554801,0,0.0366517495426066,0.0236289520699486
0.294898544070019,0,0.0378936049503565,0.029814440920806
0.327562090585237,0,0.0393050976038079,0.0351713061043377
0.360225637100455,0,0.0408547103092379,0.0397360610259962
0.392889183615673,0,0.0425109258729235,0.0435452190912341
0.425552730130892,0,0.0442422271011416,0.0466352937055038
0.45821627664611,0,0.0460170968001694,0.0490427982742579
0.490879823161328,0,0.0478040177762837,0.0508042462029488
0.523543369676546,0,0.0495714728357616,0.0519561508970292
0.556206916191764,0,0.0512879447848801,0.0525350257619514
0.588870462706982,0,0.0529219164299163,0.052577384203168
0.6215340092222,0,0.0544418705771471,0.0521197396261317
0.654197555737418,0,0.0558162900328495,0.0511986054362949
0.686861102252637,0,0.0570136576033004,0.0498504950391099
0.719524648767855,0,0.0580024560947772,0.0481119218400295
0.752188195283073,0,0.0587546926390894,0.0460209281251549
0.784851741798291,0,0.0593147133795771,0.043646937423284
0.817515288313509,0,0.0597946668317212,0.0410887864754016
0.850178834828727,0,0.0603093173153973,0.0384464467793934
0.882842381343945,0,0.0609734291504815,0.0358198898331457
0.915505927859164,0,0.0619017666568495,0.0333090871345445
0.948169474374382,0,0.0632090941543772,0.0310140101814757
0.9808330208896,0,0.0650101759629406,0.0290346304718254
1.01349656740482,0,0.067419776402415,0.0274709195034798
1.04616011392004,0,0.070552659792677,0.0264228487743248
1.07882366043525,0,0.0745235904536019,0.0259903897822464
1.11148720695047,0,0.0794473327050658,0.0262735140251307
0.000926625433055684,0.0326908002044256,0.0484802011209776,-0.0603201866986874
0.0335901719482738,0.0326908002044256,0.0481798303534545,-0.0492252007884892
0.066253718463492,0.0326908002044256,0.0480601712447044,-0.0388960511701014
0.0989172649787101,0.0326908002044256,0.048104671893299,-0.0293121595783886
0.131580811493928,0.0326908002044256,0.0482967803978106,-0.0204529477482154
0.164244358009146,0.0326908002044256,0.0486199448568112,-0.0122978374144464
0.196907904524365,0.0326908002044256,0.0490576133688725,-0.00482625031194622
0.229571451039583,0.0326908002044256,0.0495932340325669,0.00198239182442056
0.262234997554801,0.0326908002044256,0.050210254946466,0.00814866725978935
0.294898544070019,0.0326908002044256,0.050892124209142,0.0136931542592956
0.327562090585237,0.0326908002044256,0.0516222899191668,0.0186364310880747
0.360225637100455,0.0326908002044256,0.0523842001751125,0.022999076011262
0.392889183615673,0.0326908002044256,0.053161303075551,0.026801667293993
0.425552730130892,0.0326908002044256,0.0539370467190543,0.030064783201403
0.45821627664611,0.0326908002044256,0.0546948792041944,0.0328090019986275
0.490879823161328,0.0326908002044256,0.0554182486295433,0.0350549019508018
0.523543369676546,0.0326908002044256,0.056090603093673,0.0368230613230615
0.556206916191764,0.0326908002044256,0.0566953906951554,0.0381340583805418
0.588870462706982,0.0326908002044256,0.0572160595325626,0.0390084713883783
0.6215340092222,0.0326908002044256,0.0576360577044667,0.0394668786117061
0.654197555737418,0.0326908002044256,0.0579388333094395,0.039529858315661
0.686861102252637,0.0326908002044256,0.0581078344460528,0.0392179887653782
0.719524648767855,0.0326908002044256,0.058126509212879,0.0385518482259931
0.752188195283073,0.0326908002044256,0.0579804337018677,0.0375542072329526
0.784851741798291,0.0326908002044256,0.0576988624155099,0.0362928340569753
0.817515288313509,0.0326908002044256,0.0573519890367374,0.0348776727343566
0.850178834828727,0.0326908002044256,0.0570115866753484,0.0334202944355098
0.882842381343945,0.0326908002044256,0.0567494284411407,0.032032270330848
0.915505927859164,0.0326908002044256,0.0566372874439125,0.0308251715907844
0.948169474374382,0.0326908002044256,0.0567469367934619,0.0299105693857321
0.9808330208896,0.0326908002044256,0.0571501495995866,0.0294000348861043
1.01349656740482,0.0326908002044256,0.0579186989720851,0.0294051392623143
1.04616011392004,0.0326908002044256,0.0591243580207548,0.0300374536847751
1.07882366043525,0.0326908002044256,0.0608388998553943,0.0314085493238998
1.11148720695047,0.0326908002044256,0.0631340975858013,0.0336299973501016
0.000926625433055684,0.0653816004088513,0.0579699798942999,-0.0599315898382618
0.0335901719482738,0.0653816004088513,0.0585098776278612,-0.0515046835899416
0.066253718463492,0.0653816004088513,0.059026377926912,-0.0435341695347728
0.0989172649787101,0.0653816004088513,0.0595154804964273,-0.0360132525964203
0.131580811493928,0.0653816004088513,0.0599731850413822,-0.0289351376985488
0.164244358009146,0.0653816004088513,0.060395491266752,-0.0222930297648227
0.196907904524365,0.0653816004088513,0.0607783988775118,-0.0160801337189067
0.229571451039583,0.0653816004088513,0.0611179075786366,-0.0102896544844656
0.262234997554801,0.0653816004088513,0.0614100170751015,-0.00491479698516373
0.294898544070019,0.0653816004088513,0.061650727071882,5.12338553341283e-05
0.327562090585237,0.0653816004088513,0.0618360372739527,0.00461523311336333
0.360225637100455,0.0653816004088513,0.0619619473862892,0.00878399586525935
0.392889183615673,0.0653816004088513,0.0620244571138663,0.0125643171873575
0.425552730130892,0.0653816004088513,0.0620195661616593,0.0159629921559932
0.45821627664611,0.0653816004088513,0.0619432742346431,0.0189868158475018
0.490879823161328,0.0653816004088513,0.0617915810377933,0.0216425833382187
0.523543369676546,0.0653816004088513,0.0615604862760847,0.0239370897044792
0.556206916191764,0.0653816004088513,0.0612459896544923,0.0258771300226187
0.588870462706982,0.0653816004088513,0.0608440908779916,0.0274694993689727
0.6215340092222,0.0653816004088513,0.0603507896515573,0.0287209928198765
0.654197555737418,0.0653816004088513,0.059762085680165,0.0296384054516654
0.686861102252637,0.0653816004088513,0.0590739786687894,0.0302285323406749
0.719524648767855,0.0653816004088513,0.0582824683224058,0.0304981685632404
0.752188195283073,0.0653816004088513,0.0573844709861783,0.0304567464315345
0.784851741798291,0.0653816004088513,0.0563957176251377,0.030167829191968
0.817515288313509,0.0653816004088513,0.055349573891753,0.029745716279764
0.850178834828727,0.0653816004088513,0.0542800857818419,0.0293066645239874
0.882842381343945,0.0653816004088513,0.0532212992912219,0.0289669307537033
0.915505927859164,0.0653816004088513,0.0522072604157108,0.0288427717979765
0.948169474374382,0.0653816004088513,0.051272015151126,0.029050444485872
0.9808330208896,0.0653816004088513,0.0504496094932851,0.0297062056464548
1.01349656740482,0.0653816004088513,0.0497740894380059,0.0309263121087899
1.04616011392004,0.0653816004088513,0.0492795009811059,0.0328270207019421
1.07882366043525,0.0653816004088513,0.0489998901184027,0.0355245882549765
1.11148720695047,0.0653816004088513,0.0489693028457138,0.0391352715969581
0.000926625433055684,0.0980724006132769,0.0652712709630873,-0.058956099288419
0.0335901719482738,0.0980724006132769,0.0665455434632405,-0.0528589812982624
0.066253718463492,0.0980724006132769,0.067626909660043,-0.0469507451487586
0.0989172649787101,0.0980724006132769,0.0685216668382049,-0.0412364000012243
0.131580811493928,0.0980724006132769,0.0692361122824359,-0.0357209550169764
0.164244358009146,0.0980724006132769,0.0697765432774457,-0.0304094193573315
0.196907904524365,0.0980724006132769,0.0701492571079443,-0.0253068021836064
0.229571451039583,0.0980724006132769,0.0703605510586414,-0.0204181126571178
0.262234997554801,0.0980724006132769,0.0704167224142469,-0.0157483599391823
0.294898544070019,0.0980724006132769,0.0703240684594704,-0.0113025531911168
0.327562090585237,0.0980724006132769,0.0700888864790219,-0.00708570157423787
0.360225637100455,0.0980724006132769,0.0697174737576112,-0.0031028142498623
0.392889183615673,0.0980724006132769,0.069216127579948,0.000641099620693218
0.425552730130892,0.0980724006132769,0.0685911452307422,0.00414103087611194
0.45821627664611,0.0980724006132769,0.0678488239947034,0.00739197035507719
0.490879823161328,0.0980724006132769,0.0669954611565417,0.0103889088962722
0.523543369676546,0.0980724006132769,0.0660373540009668,0.0131268373383803
0.556206916191764,0.0980724006132769,0.0649807998126885,0.0156007465200847
0.588870462706982,0.0980724006132769,0.0638320958764165,0.0178056272800688
0.6215340092222,0.0980724006132769,0.0625975394768607,0.0197364704570158
0.654197555737418,0.0980724006132769,0.061283427898731,0.021388266889609
0.686861102252637,0.0980724006132769,0.059896058426737,0.0227560074165316
0.719524648767855,0.0980724006132769,0.0584417283455887,0.023834682876467
0.752188195283073,0.0980724006132769,0.0569266162498061,0.0246221677136062
0.784851741798291,0.0980724006132769,0.0553544645426665,0.0251755241997481
0.817515288313509,0.0980724006132769,0.0537267322185118,0.0256072905529172
0.850178834828727,0.0980724006132769,0.0520447901781424,0.0260321452440436
0.882842381343945,0.0980724006132769,0.0503100093223585,0.026564766744057
0.915505927859164,0.0980724006132769,0.0485237605519601,0.0273198335238873
0.948169474374382,0.0980724006132769,0.0466874147677475,0.0284120240544644
0.9808330208896,0.0980724006132769,0.0448023428705206,0.0299560168067183
1.01349656740482,0.0980724006132769,0.0428699157610798,0.0320664902515786
1.04616011392004,0.0980724006132769,0.0408915043402251,0.0348581228599756
1.07882366043525,0.0980724006132769,0.0388684795087567,0.0384455931028388
1.11148720695047,0.0980724006132769,0.0368022121674746,0.0429435794510983
0.000926625433055684,0.130763200817703,0.0705800985978369,-0.0574485855039165
0.0335901719482738,0.130763200817703,0.0724861806588794,-0.0533705681781724
0.066253718463492,0.130763200817703,0.0740620939531896,-0.049252339312426
0.0989172649787101,0.130763200817703,0.0753223389777666,-0.0451089063548672
0.131580811493928,0.130763200817703,0.0762814162296099,-0.040955276753686
0.164244358009146,0.130763200817703,0.0769538262057192,-0.0368064579570725
0.196907904524365,0.130763200817703,0.0773540694030934,-0.0326774574132166
0.229571451039583,0.130763200817703,0.0774966463187323,-0.0285832825703086
0.262234997554801,0.130763200817703,0.0773960574496352,-0.0245389408765381
0.294898544070019,0.130763200817703,0.0770668032928015,-0.0205594397800955
0.327562090585237,0.130763200817703,0.0765233843452305,-0.0166597867291707
0.360225637100455,0.130763200817703,0.0757803011039216,-0.0128549891719537
0.392889183615673,0.130763200817703,0.0748520540658744,-0.00916005455663457
0.425552730130892,0.130763200817703,0.0737531437280882,-0.00558999033140331
0.45821627664611,0.130763200817703,0.0724980705875624,-0.00215980394444995
0.490879823161328,0.130763200817703,0.0711013351412964,0.00111549715603548
0.523543369676546,0.130763200817703,0.0695774378862896,0.00422090552186293
0.556206916191764,0.130763200817703,0.0679408793195413,0.00714141370484242
0.588870462706982,0.130763200817703,0.0662061599380511,0.00986201425678388
0.6215340092222,0.130763200817703,0.0643877802388185,0.0123676997294973
0.654197555737418,0.130763200817703,0.0625002407188424,0.0146434626747926
0.686861102252637,0.130763200817703,0.0605580418751226,0.0166742956444799
0.719524648767855,0.130763200817703,0.0585756842046586,0.018445191190369
0.752188195283073,0.130763200817703,0.0565666812505367,0.0199440930718733
0.784851741798291,0.130763200817703,0.0545242887023021,0.0212195204518013
0.817515288313509,0.130763200817703,0.0524227748387577,0.0223767689951099
0.850178834828727,0.130763200817703,0.0502356754075145,0.0235233247948955
0.882842381343945,0.130763200817703,0.0479365261561839,0.0247666739442546
0.915505927859164,0.130763200817703,0.0454988628323768,0.0262143025362834
0.948169474374382,0.130763200817703,0.0428962211837045,0.0279736966640784
0.9808330208896,0.130763200817703,0.0401021369577781,0.0301523424207361
1.01349656740482,0.130763200817703,0.0370901459022088,0.0328577258993528
1.04616011392004,0.130763200817703,0.0338337837646077,0.036197333193025
1.07882366043525,0.130763200817703,0.0303065862925859,0.0402786503948489
1.11148720695047,0.130763200817703,0.0264820892337546,0.0452091635979211
0.000926625433055684,0.163454001022128,0.0740924870690457,-0.0554639189395115
0.0335901719482738,0.163454001022128,0.0765311420140656,-0.0531219184943925
0.066253718463492,0.163454001022128,0.0785322583154435,-0.0505455133261428
0.0989172649787101,0.163454001022128,0.0801166049742469,-0.0477580762194158
0.131580811493928,0.163454001022128,0.081304950991543,-0.0447829799588653
0.164244358009146,0.163454001022128,0.082118065368399,-0.0416435973291451
0.196907904524365,0.163454001022128,0.0825767171058822,-0.0383633011149088
0.229571451039583,0.163454001022128,0.08270167520506,-0.0349654641008102
0.262234997554801,0.163454001022128,0.082513708667,-0.0314734590715028
0.294898544070019,0.163454001022128,0.082033586492769,-0.0279106588116405
0.327562090585237,0.163454001022128,0.0812820776834344,-0.0243004361058769
0.360225637100455,0.163454001022128,0.0802799512400639,-0.0206661637388656
0.392889183615673,0.163454001022128,0.0790479761637243,-0.0170312144952605
0.425552730130892,0.163454001022128,0.0776069214554831,-0.0134189611597152
0.45821627664611,0.163454001022128,0.0759775561164078,-0.00985277651688332
0.490879823161328,0.163454001022128,0.0741806491475653,-0.00635603335141866
0.523543369676546,0.163454001022128,0.0722369695500233,-0.0029521044479749
0.556206916191764,0.163454001022128,0.0701672863248487,0.000335637408794289
0.588870462706982,0.163454001022128,0.0679923684731093,0.00348381943423519
0.6215340092222,0.163454001022128,0.065732984995872,0.00646906884369412
0.654197555737418,0.163454001022128,0.063409904894204,0.0092680128525174
0.686861102252637,0.163454001022128,0.0610438971691732,0.0118572786760513
0.719524648767855,0.163454001022128,0.0586557308218463,0.0142134935296421
0.752188195283073,0.163454001022128,0.0562644777461553,0.0163161444990415
0.784851741798291,0.163454001022128,0.0538543756382507,0.0182034193196135
0.817515288313509,0.163454001022128,0.0513770125742344,0.0199685250476356
0.850178834828727,0.163454001022128,0.0487827170132225,0.0217067913757606
0.882842381343945,0.163454001022128,0.0460218174143312,0.0235135479966416
0.915505927859164,0.163454001022128,0.0430446422366767,0.0254841246029315
0.948169474374382,0.163454001022128,0.0398015199393751,0.0277138508872833
0.9808330208896,0.163454001022128,0.0362427789815424,0.0302980565423499
1.01349656740482,0.163454001022128,0.032318747822295,0.0333320712607845
1.04616011392004,0.163454001022128,0.0279797549207489,0.0369112247352397
1.07882366043525,0.163454001022128,0.0231761287360202,0.0411308466583689
1.11148720695047,0.163454001022128,0.0178581977272251,0.0460862667228248
0.000926625433055684,0.196144801226554,0.076004460647211,-0.0530569700499613
0.0335901719482738,0.196144801226554,0.0788797803280863,-0.0521955065116433
0.066253718463492,0.196144801226554,0.0812377302558972,-0.0509368284902761
0.0989172649787101,0.196144801226554,0.0831035728867805,-0.0493112141569367
0.131580811493928,0.196144801226554,0.0845025706768731,-0.0473489416827021
0.164244358009146,0.196144801226554,0.0854599860823121,-0.045080289238649
0.196907904524365,0.196144801226554,0.0860010815592339,-0.0425355349958544
0.229571451039583,0.196144801226554,0.0861511195637758,-0.0397449571253951
0.262234997554801,0.196144801226554,0.0859353625520747,-0.0367388337983481
0.294898544070019,0.196144801226554,0.0853790729802672,-0.03354744318579
0.327562090585237,0.196144801226554,0.0845075133044904,-0.030201063458798
