"variable","active","bsgl_mean_norm","bsgl_scp_95","gs_mean_norm","gs_scp_95"
"X1",TRUE,80.525426452769,0.906172839506173,83.0302668254145,0.932345679012346
"X2",TRUE,62.1888073567475,0.857283950617284,66.3676250312684,0.878024691358025
"X3",TRUE,56.5285143819171,0.894814814814815,62.0398441838942,0.928888888888889
"X4",FALSE,9.92307546565092,0,16.9325763278782,0.0177777777777778
"X5",FALSE,11.2370488791045,0,19.6284060690176,0.0641975308641975
"centered_scaled_X1_X2",TRUE,38.0298860198987,0.735308641975309,45.0959600343171,0.734814814814815
"centered_scaled_X1_X5",FALSE,12.3736217359163,0.00296296296296296,22.520827663575,0.0893827160493827
